smiles,pKa,source
CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN,9.6,chembl26.sdf.gz
O=C(O)c1cc([N+](=O)[O-])ccc1O,4.5,chembl26.sdf.gz
O=C(O)c1cccc([N+](=O)[O-])c1,3.4,chembl26.sdf.gz
O=C(O)c1ccccc1O,3.8,chembl26.sdf.gz
O=C(O)c1ccccc1,2.6,chembl26.sdf.gz
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,2.4,chembl26.sdf.gz
O=[N+]([O-])c1ccccc1O,0.2,chembl26.sdf.gz
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,0.8,chembl26.sdf.gz
CCC(=O)c1ccc(O)cc1,1.0,chembl26.sdf.gz
O=[N+]([O-])c1cccc(O)c1,1.4,chembl26.sdf.gz
CC(=O)Nc1ccccc1,6.5,chembl26.sdf.gz
Nc1ccc([N+](=O)[O-])cc1,5.8,chembl26.sdf.gz
Cc1cc(=O)n(-c2ccccc2)n1C,5.4,chembl26.sdf.gz
Nc1cccc([N+](=O)[O-])c1,4.3,chembl26.sdf.gz
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,1.6,chembl26.sdf.gz
CN[C@@H](C)[C@H](O)c1ccccc1,2.8,chembl26.sdf.gz
c1ccc(CC2=NCCN2)cc1,3.5,chembl26.sdf.gz
CC(=O)c1c(C)nc2c3c(c(C(=O)N(C)C)cn12)CCC(c1ccccc1)O3,3.73,chembl26.sdf.gz
Cc1nc2c3c(c(C(=O)N(C)C)cn2c1CN(C)C)CCC(c1ccccc1)O3,4.09,chembl26.sdf.gz
CC#CC(=O)c1c(C)nc2c3c(c(C(=O)N(C)C)cn12)CCC(c1ccccc1)O3,3.2,chembl26.sdf.gz
COCCNC(=O)c1c(C)nc2c3c(c(C(=O)N(C)C)cn12)CCC(c1ccccc1)O3,4.38,chembl26.sdf.gz
Cc1nc2c3c(c(C(=O)N(C)C)cn2c1C(=O)N(C)C)CCC(c1ccccc1)O3,4.51,chembl26.sdf.gz
Cc1nc2c3c(c(C(=O)O)cn2c1C)CCC(c1ccccc1)O3,2.65,chembl26.sdf.gz
Cc1nc2c3c(c(C(=O)N4CCNCC4)cn2c1C)CCC(c1ccccc1)O3,6.44,chembl26.sdf.gz
Cc1nc2c3c(c(C(=O)NS(C)(=O)=O)cn2c1C)CCC(c1ccccc1)O3,2.5,chembl26.sdf.gz
CC(=O)/C=N/O,8.4,chembl26.sdf.gz
CC(=O)/C(C)=N/O,9.5,chembl26.sdf.gz
C[n+]1ccccc1/C=N/O.[Br-],7.85,chembl26.sdf.gz
C[n+]1cccc(/C=N/O)c1.[Br-],9.53,chembl26.sdf.gz
C[n+]1ccc(/C=N/O)cc1.[Br-],8.36,chembl26.sdf.gz
O/N=C/c1cc[n+](CCC[n+]2ccc(/C=N/O)cc2)cc1.[Br-].[Br-],8.19,chembl26.sdf.gz
O/N=C\c1cc[n+](Cc2ccccc2C[n+]2ccc(/C=N\O)cc2)cc1.[Br-].[Br-],8.29,chembl26.sdf.gz
O/N=C/c1cc[n+](Cc2cccc(C[n+]3ccc(/C=N/O)cc3)c2)cc1.[Br-].[Br-],8.1,chembl26.sdf.gz
O/N=C/c1cc[n+](Cc2ccc(C[n+]3ccc(/C=N/O)cc3)cc2)cc1.[Br-].[Br-],8.3,chembl26.sdf.gz
NC(=O)c1cc[n+](CCC[n+]2ccc(/C=N/O)cc2)cc1.[Br-].[Br-],8.49,chembl26.sdf.gz
NC(=O)c1cc[n+](CCCC[n+]2ccc(/C=N/O)cc2)cc1.[Br-].[Br-],8.55,chembl26.sdf.gz
NC(=O)c1cc[n+](C/C=C\C[n+]2ccc(/C=N/O)cc2)cc1.[Br-].[Br-],8.34,chembl26.sdf.gz
NC(=O)c1cc[n+](Cc2ccc(C[n+]3ccc(/C=N/O)cc3)cc2)cc1.[Br-].[Br-],8.25,chembl26.sdf.gz
NC(=O)c1cc[n+](Cc2cccc(C[n+]3ccc(/C=N/O)cc3)c2)cc1.[Br-].[Br-],8.02,chembl26.sdf.gz
NC(=O)c1cc[n+](Cc2ccccc2C[n+]2ccc(/C=N/O)cc2)cc1.[Br-].[Br-],8.13,chembl26.sdf.gz
C[C@@H]1CN[C@@H](C2CC2)C(=O)N(C)[C@H](C)C(=O)N[C@H](Cc2ccc(F)cc2)C(=O)NCCCc2ccccc2O1.Cl.O,7.17,chembl26.sdf.gz
C[C@@H]1C(=O)N[C@H](Cc2ccccc2)C(=O)NCCCc2ccccc2OCCN[C@@H](C2CC2)C(=O)N1C,6.72,chembl26.sdf.gz
CCC[C@@H]1NCCOc2ccccc2CCCNC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](C)N(C)C1=O,6.45,chembl26.sdf.gz
O=C(Nc1ccc(O)c(C(=O)O)c1)c1ccc(NC(=O)c2ccco2)cc1,2.58,chembl26.sdf.gz
O=C(Nc1ccc(O)cc1C(=O)O)c1ccc(N2C(=O)c3ccccc3C2=O)cc1,3.22,chembl26.sdf.gz
Cc1cc(Oc2nccc3occc23)ccc1-c1c(C)ncc2nccn12,4.1,chembl26.sdf.gz
CN1CCN(CC(=O)Nc2cc(-n3cccn3)nc(-c3ccco3)n2)CC1,7.9,chembl26.sdf.gz
O=C(O)C1CCCNC1,3.45,chembl26.sdf.gz
Cl.N=C(N)c1ccc(-c2ccc(-c3ccc(C(=N)N)cc3)o2)cc1,10.4,chembl26.sdf.gz
Cl.N/C(=N\O)Nc1ccc(Oc2ccc(N/C(N)=N/O)cc2)cc1,8.3,chembl26.sdf.gz
C[C@H](N)CNc1nc(-c2ccncc2)cc2cnccc12,9.0,chembl26.sdf.gz
Nc1ccc(S(=O)(=O)c2c(O)cc(O)cc2O)cc1,9.62,chembl26.sdf.gz
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,3.0,chembl26.sdf.gz
Cc1nc(N)c2nnn(C[C@H]3CN(Cc4nccs4)CCO3)c2n1,4.9,chembl26.sdf.gz
CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cc(C(=O)O)cnc2N2C3CCC2CN(C)C3)cn1,7.4,chembl26.sdf.gz
CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cc(C(=O)O)ccc2N2C3CCC2CN(C)C3)cn1,8.2,chembl26.sdf.gz
CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cc(C(=O)NS(C)(=O)=O)cnc2N2C3CCC2CN(C)C3)cn1,7.6,chembl26.sdf.gz
CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cc(-c3nnn[nH]3)cnc2N2C3CCC2CN(C)C3)cn1,7.8,chembl26.sdf.gz
CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cc(-c3n[nH]c(=O)o3)cnc2N2C3CCC2CN(C)C3)cn1,7.8,chembl26.sdf.gz
CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cc(-c3n[nH]c(=O)o3)cnc2N2CCC(N)CC2)cn1,9.5,chembl26.sdf.gz
CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cc(-c3n[nH]c(=O)o3)cnc2N2[C@@H]3CC[C@H]2C[C@@H](N)C3)cn1,9.5,chembl26.sdf.gz
CCNC(=O)Nc1cc(-c2nc(C3CC3)cs2)c(-c2cc(-c3n[nH]c(=O)o3)cnc2N2C3CCC2CN(C)C3)cn1,7.9,chembl26.sdf.gz
O=C(O)CN1C(=O)c2cccc3cccc(c23)C1=O,4.8,chembl26.sdf.gz
O=C(O)C1CCOc2ccc(Cl)cc21,4.9,chembl26.sdf.gz
O=C1NC(=O)[C@@]2(CCOc3ccc(Cl)cc32)O1,5.6,chembl26.sdf.gz
Cl.N=C(N)N1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,10.84,chembl26.sdf.gz
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2.O=S(=O)(O)O,10.0,chembl26.sdf.gz
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,9.6,chembl26.sdf.gz
Cl.N=C(N)N1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,11.6,chembl26.sdf.gz
CC(=N)N1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12.Cl,10.74,chembl26.sdf.gz
CC(=N)N1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2.Cl,10.92,chembl26.sdf.gz
Cl.N=CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,10.33,chembl26.sdf.gz
CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@H]12,7.55,chembl26.sdf.gz
Cl.N=CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,9.78,chembl26.sdf.gz
O=C(O[C@@H]1C[C@@H]2N[C@H](C1)[C@@H]1O[C@@H]12)[C@H](CO)c1ccccc1,7.09,chembl26.sdf.gz
O=C(O)c1nc(-c2cccs2)nc(O)c1O,7.7,chembl26.sdf.gz
Cn1c(-c2cccs2)nc(C(=O)O)c(O)c1=O,9.1,chembl26.sdf.gz
O=C(O)c1nc(-c2ccccc2)nc(O)c1O,8.6,chembl26.sdf.gz
Cn1c(-c2sccc2NC(=O)Nc2ccccc2Cl)nc(C(=O)O)c(O)c1=O,9.2,chembl26.sdf.gz
O=C(NCc1ccccc1Cl)Nc1ccsc1-c1nc(O)c(O)c(C(=O)O)n1,6.6,chembl26.sdf.gz
O=C(O)c1nc(-c2sccc2[N+](=O)[O-])nc(O)c1O,6.9,chembl26.sdf.gz
O=C(O)c1nc(-c2nccs2)nc(O)c1O,6.9,chembl26.sdf.gz
O=C(O)c1nc(-c2ccco2)nc(O)c1O,7.4,chembl26.sdf.gz
O=C(O)c1nc(C2CCCCC2)nc(O)c1O,8.7,chembl26.sdf.gz
N#Cc1cc(C(F)(F)F)ccc1N1CCOc2cc(S(=O)(=O)Nc3ccncn3)ccc21,5.8,chembl26.sdf.gz
O=C(O)C(=O)CC(=O)c1ccc(-c2ccccc2)cc1,3.85,chembl26.sdf.gz
NCCc1c[nH]cn1,6.07,chembl26.sdf.gz
CC(C)/N=C/Nc1ccc(-c2c[nH]cn2)cc1.Cl,5.58,chembl26.sdf.gz
O=C(O)CCc1ccccc1,4.64,chembl26.sdf.gz
O=P(O)(O)CCc1ccccc1,2.34,chembl26.sdf.gz
O=[PH](O)CCc1ccccc1,1.98,chembl26.sdf.gz
O=S([O-])CCc1ccccc1.[Na+],2.1,chembl26.sdf.gz
c1ccc(CCc2nnn[nH]2)cc1,5.09,chembl26.sdf.gz
O=C1NC(=O)C(Cc2ccccc2)S1,6.19,chembl26.sdf.gz
O=C1NC(=O)C(Cc2ccccc2)O1,5.86,chembl26.sdf.gz
O=S1NC(CCc2ccccc2)=NO1,5.23,chembl26.sdf.gz
S=c1[nH]c(CCc2ccccc2)no1,3.58,chembl26.sdf.gz
Oc1cc(Cc2ccccc2)on1,5.36,chembl26.sdf.gz
O=C1CC(=O)C(Cc2ccccc2)N1,6.08,chembl26.sdf.gz
O=C1C=C(O)CC1Cc1ccccc1,4.01,chembl26.sdf.gz
CC1=C(O)CC(Cc2ccccc2)C1=O,4.47,chembl26.sdf.gz
O=C1CCC(O)=C1Cc1ccccc1,4.44,chembl26.sdf.gz
O=C1CCC(Cc2ccccc2)=C1O,8.88,chembl26.sdf.gz
O=C1CC(c2ccccc2)C=C1O,8.28,chembl26.sdf.gz
Oc1c(F)cc(Cc2ccccc2)cc1F,7.19,chembl26.sdf.gz
Oc1c(F)ccc(Cc2ccccc2)c1F,7.05,chembl26.sdf.gz
[O-][S+](Cc1ccccc1)c1ccccc1O,7.7,chembl26.sdf.gz
O=S(=O)(Cc1ccccc1)c1ccccc1O,7.12,chembl26.sdf.gz
CC(C)CNC(=O)CNC(=O)c1nccc(O)c1O.Cl,6.2,chembl26.sdf.gz
CNC(=O)CNC(=O)c1nccc(O)c1O.Cl,6.3,chembl26.sdf.gz
CNC(=O)[C@H](C)NC(=O)c1nccc(O)c1O.Cl,6.0,chembl26.sdf.gz
Cl.O=C(CNC(=O)c1nccc(O)c1O)NCc1ccccc1,6.2,chembl26.sdf.gz
CC(C)CNC(=O)[C@H](C)NC(=O)c1nccc(O)c1O.Cl,6.0,chembl26.sdf.gz
C[C@H](NC(=O)c1nccc(O)c1O)C(=O)NCc1ccccc1.Cl,6.0,chembl26.sdf.gz
CNC(=O)[C@H](Cc1ccccc1)NC(=O)c1nccc(O)c1O.Cl,6.1,chembl26.sdf.gz
CC(C)CNC(=O)[C@H](Cc1ccccc1)NC(=O)c1nccc(O)c1O.Cl,6.0,chembl26.sdf.gz
Cl.O=C(N[C@@H](Cc1ccccc1)C(=O)NCc1ccccc1)c1nccc(O)c1O,6.0,chembl26.sdf.gz
C[C@]1(c2cc(N)ccc2F)N=C(N)CO[C@H]1C(F)(F)F,8.0,chembl26.sdf.gz
C[C@]1(c2cc(N)ccc2F)N=C(N)CO[C@@H]1F,8.1,chembl26.sdf.gz
CC1(c2ccccc2)COCC(N)=N1,9.8,chembl26.sdf.gz
C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)CO[C@@H]1F,7.9,chembl26.sdf.gz
Cc1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@@]2(C)N=C(N)CO[C@@H]2F)c1,7.4,chembl26.sdf.gz
C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)CO[C@@H]1F,7.9,chembl26.sdf.gz
COc1cnc(C(=O)Nc2cc([C@@]3(C)N=C(N)CO[C@@H]3F)ccn2)cn1,2.8,chembl26.sdf.gz
COc1cnc(C(=O)Nc2ccnc([C@@]3(C)N=C(N)CO[C@@H]3F)c2)cn1,2.6,chembl26.sdf.gz
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C4CC4)N=C(N)CO[C@@H]3F)c2)cn1,7.8,chembl26.sdf.gz
C[C@]1(c2cc(NC(=O)c3cnc(Cl)cn3)ccc2F)N=C(N)CO[C@@H]1C(F)(F)F,8.0,chembl26.sdf.gz
C[C@]1(c2cc(NC(=O)c3cnc(Cl)cn3)ccc2F)N=C(N)CO[C@H]1C(F)(F)F,7.8,chembl26.sdf.gz
C[C@]1(c2cc(NC(=O)c3cnc(Cl)cn3)ccc2F)N=C(N)CO[C@]1(F)C(F)(F)F,6.9,chembl26.sdf.gz
C[C@]1(c2cc(NC(=O)c3cnc(Cl)cn3)ccc2F)N=C(N)CO[C@@]1(F)C(F)(F)F,6.8,chembl26.sdf.gz
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)CO[C@@H]3F)c2)cn1,7.8,chembl26.sdf.gz
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)CO[C@H]3F)c2)cn1,7.6,chembl26.sdf.gz
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)COCC(N)=N3)c2)cn1,9.0,chembl26.sdf.gz
C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)COCC(N)=N1,9.2,chembl26.sdf.gz
C[C@@]1(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)COCC(N)=N1,9.6,chembl26.sdf.gz
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,8.38,chembl26.sdf.gz
CO/N=C(\C#N)C1=CCCN(C)C1,7.65,chembl26.sdf.gz
CO/N=C(\C#N)C1CN2CCC1CC2,8.96,chembl26.sdf.gz
CO/N=C(\F)C1=CCCN(C)C1,7.39,chembl26.sdf.gz
CO/N=C(\C#N)C1=CCCNC1,8.6,chembl26.sdf.gz
CO/N=C/C1=CCCN(C)C1,8.21,chembl26.sdf.gz
CO/N=C/C1=CCCNC1,9.18,chembl26.sdf.gz
NC(=O)c1cc[n+](C/C=C/C[n+]2ccc(/C=N/O)cc2)cc1.[Br-].[Br-],8.33,chembl26.sdf.gz
O=C1C(Nc2ccccc2)=C(NS(=O)(=O)c2ccccc2)C(=O)c2ccccc21,9.5,chembl26.sdf.gz
Cc1cc(C)cc(NC2=C(NS(=O)(=O)c3ccccc3)C(=O)c3ccccc3C2=O)c1,9.2,chembl26.sdf.gz
O=C1C(Nc2ccc(Br)cc2)=C(NS(=O)(=O)c2ccccc2)C(=O)c2ccccc21,10.4,chembl26.sdf.gz
COCCNC1=C(NS(=O)(=O)c2ccccc2)C(=O)c2ccccc2C1=O,9.8,chembl26.sdf.gz
O=C1C(NC2CCCC2)=C(NS(=O)(=O)c2ccccc2)C(=O)c2ccccc21,10.1,chembl26.sdf.gz
O=C1C(NCc2ccccc2)=C(NS(=O)(=O)c2ccccc2)C(=O)c2ccccc21,10.4,chembl26.sdf.gz
O=C1C(NS(=O)(=O)c2ccccc2)=C(Oc2ccccc2)C(=O)c2ccccc21,5.0,chembl26.sdf.gz
Cc1cc(C)cc(OC2=C(NS(=O)(=O)c3ccccc3)C(=O)c3ccccc3C2=O)c1,5.0,chembl26.sdf.gz
O=C1C(NS(=O)(=O)c2ccccc2)=C(Oc2ccc(Br)cc2)C(=O)c2ccccc21,5.0,chembl26.sdf.gz
O=C1C(NS(=O)(=O)c2ccccc2)=C(c2ccccc2Cl)C(=O)c2ccccc21,4.9,chembl26.sdf.gz
O=C1C(NS(=O)(=O)c2ccccc2)=C(c2cccc(Cl)c2)C(=O)c2ccccc21,4.5,chembl26.sdf.gz
O=C1C(NS(=O)(=O)c2ccccc2)=C(c2ccc(Cl)cc2)C(=O)c2ccccc21,5.0,chembl26.sdf.gz
O=Cc1cccc(C2=C(NS(=O)(=O)c3ccccc3)C(=O)c3ccccc3C2=O)c1,5.0,chembl26.sdf.gz
O=Cc1ccc(C2=C(NS(=O)(=O)c3ccccc3)C(=O)c3ccccc3C2=O)cc1,4.6,chembl26.sdf.gz
O=C1C(NS(=O)(=O)c2ccccc2)=C(c2ccco2)C(=O)c2ccccc21,5.1,chembl26.sdf.gz
O=C1C(NS(=O)(=O)c2ccccc2)=C(c2ccoc2)C(=O)c2ccccc21,5.0,chembl26.sdf.gz
Cc1cc(C)cc(NC2=C(NS(C)(=O)=O)C(=O)c3ccccc3C2=O)c1,9.5,chembl26.sdf.gz
Cc1cc(C)cc(NC2=C(NS(=O)(=O)C3CCCCC3)C(=O)c3ccccc3C2=O)c1,10.6,chembl26.sdf.gz
Cc1cc(C)cc(NC2=C(NS(=O)(=O)c3ccccc3C)C(=O)c3ccccc3C2=O)c1,9.3,chembl26.sdf.gz
Cc1cc(C)cc(NC2=C(NS(=O)(=O)c3ccccc3[N+](=O)[O-])C(=O)c3ccccc3C2=O)c1,7.9,chembl26.sdf.gz
Cc1cc(C)cc(NC2=C(NS(=O)(=O)c3c(F)cccc3F)C(=O)c3ccccc3C2=O)c1,8.4,chembl26.sdf.gz
Cc1cc(C)cc(NC2=C(NS(=O)(=O)c3cccc([N+](=O)[O-])c3)C(=O)c3ccccc3C2=O)c1,8.6,chembl26.sdf.gz
Cc1ccc(S(=O)(=O)NC2=C(Nc3cc(C)cc(C)c3)C(=O)c3ccccc3C2=O)cc1,9.7,chembl26.sdf.gz
Cc1cc(C)cc(NC2=C(NS(=O)(=O)c3ccc(F)cc3)C(=O)c3ccccc3C2=O)c1,9.9,chembl26.sdf.gz
Cc1cc(C)cc(NC2=C(NS(=O)(=O)c3ccco3)C(=O)c3ccccc3C2=O)c1,8.3,chembl26.sdf.gz
Cc1cc(C)cc(NC2=C(NS(=O)(=O)Cc3ccccc3)C(=O)c3ccccc3C2=O)c1,10.0,chembl26.sdf.gz
O=Cc1cccc(C2=C(NC(=O)c3ccccc3)C(=O)c3ccccc3C2=O)c1,10.9,chembl26.sdf.gz
O=C(NC1=C(c2ccoc2)C(=O)c2ccccc2C1=O)c1ccccc1,12.1,chembl26.sdf.gz
O=Cc1cccc(C2=C(NC(=O)Cc3ccccc3)C(=O)c3ccccc3C2=O)c1,11.4,chembl26.sdf.gz
O=C(Cc1ccccc1)NC1=C(c2ccoc2)C(=O)c2ccccc2C1=O,12.5,chembl26.sdf.gz
Cc1cc(C)cc(NC2=C(NS(=O)(=O)c3ccccc3)C(=O)c3cccc([N+](=O)[O-])c3C2=O)c1,8.2,chembl26.sdf.gz
Cc1cc(C)cc(NC2=C(NS(=O)(=O)c3ccccc3)C(=O)c3ccc([N+](=O)[O-])cc3C2=O)c1,7.5,chembl26.sdf.gz
Cc1cc(C)cc(NC2=C(NS(=O)(=O)c3ccccc3)C(=O)c3cc([N+](=O)[O-])ccc3C2=O)c1,8.0,chembl26.sdf.gz
Cc1cc(C)cc(NC2=C(NS(=O)(=O)c3ccccc3)C(=O)c3c(cccc3[N+](=O)[O-])C2=O)c1,8.6,chembl26.sdf.gz
O=C1C(Nc2ccccc2)=C(NS(=O)(=O)c2ccccc2)C(=O)c2c1cccc2[N+](=O)[O-],8.4,chembl26.sdf.gz
Cc1cc(C)cc(NC2=C(NS(=O)(=O)c3ccccc3)C(=O)c3c(N)cccc3C2=O)c1,8.4,chembl26.sdf.gz
Nc1cccc2c1C(=O)C(NS(=O)(=O)c1ccccc1)=C(Nc1ccccc1)C2=O,8.2,chembl26.sdf.gz
COc1nc(Cc2ccccc2)nc2c1CCNCC2,8.9,chembl26.sdf.gz
CNc1nc(Cc2ccccc2)nc2c1CCNCC2,8.9,chembl26.sdf.gz
CNc1nc(Cc2ccccc2)nc2c1CCNC[C@@H]2C,8.6,chembl26.sdf.gz
CNc1nc(C(F)(F)c2ccccc2)nc2c1CCNCC2,8.7,chembl26.sdf.gz
O=C(O)c1cc2ccccc2oc1=O,3.6,chembl26.sdf.gz
O=C(O)c1ccc2ccccc2c1,4.45,chembl26.sdf.gz
COc1ccc(/C=C/C(=O)O)cc1OC,4.55,chembl26.sdf.gz
O=C(O)CCc1ccc(O)c(O)c1,4.3,chembl26.sdf.gz
O=C(O)/C=C/c1ccc(O)c(O)c1,4.35,chembl26.sdf.gz
O=C(O)COc1ccccc1,3.2,chembl26.sdf.gz
O=C(O)C(=C/C=C/c1ccccc1)C(=O)O,3.45,chembl26.sdf.gz
O=C(O)C(=Cc1ccccc1)C(=O)O,3.5,chembl26.sdf.gz
O=C(O)/C=C/c1cccc(C(F)(F)F)c1,4.6,chembl26.sdf.gz
O=C(O)/C=C/c1cccc(Cl)c1,4.8,chembl26.sdf.gz
O=C(O)/C=C/c1ccccc1,4.45,chembl26.sdf.gz
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,9.52,chembl26.sdf.gz
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,9.03,chembl26.sdf.gz
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,10.63,chembl26.sdf.gz
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,9.95,chembl26.sdf.gz
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,4.5,chembl26.sdf.gz
COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,4.18,chembl26.sdf.gz
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,7.17,chembl26.sdf.gz
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,8.52,chembl26.sdf.gz
CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,8.48,chembl26.sdf.gz
CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,4.95,chembl26.sdf.gz
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,9.5,chembl26.sdf.gz
Cc1cccc(Nc2nc(N[C@@H]3CCCC[C@@H]3N)ncc2C(N)=O)c1,9.4,chembl26.sdf.gz
Cc1cccc(Nc2nc(N[C@@H]3CCOC[C@@H]3N)ncc2C(N)=O)c1,8.1,chembl26.sdf.gz
Cc1cccc(Nc2nc(N[C@@H]3CC(F)(F)CC[C@@H]3N)ncc2C(N)=O)c1,7.9,chembl26.sdf.gz
Cn1nnnc1-c1onc(O)c1CC(N)C(=O)O,3.7,chembl26.sdf.gz
Cl.N=C(N)NC(=O)c1nc(Cl)c(N)nc1N.O.O,8.8,chembl26.sdf.gz
O=c1[nH]cnc2cnccc12,8.3,chembl26.sdf.gz
CCCc1nc2cnccc2c(=O)[nH]1,8.8,chembl26.sdf.gz
CCNc1nc2cnccc2c(=O)[nH]1,8.6,chembl26.sdf.gz
CCSc1nc2cnccc2c(=O)[nH]1,6.8,chembl26.sdf.gz
CCOc1nc2cnccc2c(=O)[nH]1,7.5,chembl26.sdf.gz
COC(=O)[C@H]1C[C@@H](C(=O)OC)C(c2ccccc2)(c2ccccc2)N1c1nc(-c2ccccc2)c(C(=O)c2ccccc2)s1,2.99,chembl26.sdf.gz
COC(=O)[C@H]1C[C@@H](C(=O)OC)C(c2ccccc2)(c2ccccc2)N1c1nc(-c2ccccc2)c(C(=O)c2ccc(C#N)cc2)s1,3.78,chembl26.sdf.gz
COC(=O)[C@H]1C[C@@H](C(=O)OC)C(c2ccccc2)(c2ccccc2)N1c1nc(-c2ccccc2)c(C(=O)c2ccc(OC)cc2)s1,2.46,chembl26.sdf.gz
COC(=O)[C@H]1C[C@@H](C(=O)OC)C(c2ccccc2)(c2ccccc2)N1c1nc(-c2ccccc2)c(C(=O)c2ccc(Br)cc2)s1,3.11,chembl26.sdf.gz
COC(=O)[C@H]1C[C@@H](C(=O)OC)C(c2ccccc2)(c2ccccc2)N1c1nc(-c2ccccc2)c(C(=O)c2ccc(F)cc2)s1,2.63,chembl26.sdf.gz
COC(=O)[C@H]1[C@@H](C(=O)OC)C(c2ccccc2)(c2ccccc2)N(c2nc(-c3ccccc3)c(C(=O)c3ccccc3)s2)[C@H]1C(=O)OC,3.35,chembl26.sdf.gz
COC(=O)[C@H]1[C@@H](C(=O)OC)C(c2ccccc2)(c2ccccc2)N(c2nc(-c3ccccc3)c(C(=O)c3ccc(C#N)cc3)s2)[C@H]1C(=O)OC,3.53,chembl26.sdf.gz
COC(=O)[C@H]1[C@@H](C(=O)OC)C(c2ccccc2)(c2ccccc2)N(c2nc(-c3ccccc3)c(C(=O)c3ccc(OC)cc3)s2)[C@H]1C(=O)OC,2.83,chembl26.sdf.gz
COC(=O)[C@H]1[C@@H](C(=O)OC)C(c2ccccc2)(c2ccccc2)N(c2nc(-c3ccccc3)c(C(=O)c3ccc(Br)cc3)s2)[C@H]1C(=O)OC,3.27,chembl26.sdf.gz
COC(=O)[C@H]1[C@@H](C(=O)OC)C(c2ccccc2)(c2ccccc2)N(c2nc(-c3ccccc3)c(C(=O)c3ccc(F)cc3)s2)[C@H]1C(=O)OC,2.73,chembl26.sdf.gz
COC(=O)[C@H]1C[C@@H](S(=O)(=O)c2ccccc2)C(c2ccccc2)(c2ccccc2)N1c1nc(-c2ccccc2)c(C(=O)c2ccccc2)s1,3.26,chembl26.sdf.gz
COC(=O)[C@H]1C[C@@H](S(=O)(=O)c2ccccc2)C(c2ccccc2)(c2ccccc2)N1c1nc(-c2ccccc2)c(C(=O)c2ccc(C#N)cc2)s1,3.56,chembl26.sdf.gz
